customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,paperless_billing,payment_method,num_support_calls,late_payments_last_year,avg_monthly_usage_gb,churn
CUST10458,57,Female,West,21,64.33,1303.91,Two year,DSL,Yes,No,Yes,Electronic check,2,3,157.5,No
CUST10459,70,Female,South,49,66.32,3240.51,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,1,0,346.3,No
CUST10460,24,Male,North,18,70.54,1282.76,One year,DSL,No,Yes,Yes,Mailed check,1,0,233.4,No
CUST10461,63,Female,North,72,89.09,6425.81,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,1,2,445.8,No
CUST10462,26,Female,East,6,20.37,112.46,One year,No,No internet service,No internet service,Yes,Electronic check,0,0,0.0,No
CUST10463,65,Male,West,43,96.9,4175.4,Month-to-month,Fiber optic,No,Yes,No,Electronic check,2,1,298.8,Yes
CUST10464,44,Female,North,36,61.53,2144.04,Month-to-month,DSL,Yes,No,No,Electronic check,2,1,229.0,Yes
CUST10465,18,Female,West,60,100.25,5792.99,One year,Fiber optic,No,Yes,No,Mailed check,0,0,244.1,No
CUST10466,78,Male,West,64,93.8,5809.78,One year,Fiber optic,Yes,Yes,Yes,Credit card,1,2,407.7,Yes
CUST10467,28,Female,West,40,94.39,3679.07,One year,Fiber optic,Yes,Yes,No,Bank transfer,2,1,478.6,Yes
CUST10468,55,Female,North,46,84.15,,Month-to-month,Fiber optic,No,Yes,No,Credit card,2,2,360.3,Yes
CUST10469,29,Female,North,51,27.63,1325.59,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,2,1,0.0,No
CUST10470,76,Female,West,38,68.98,2382.02,Two year,DSL,No,No,Yes,Bank transfer,2,1,208.5,No
CUST10471,64,Female,South,14,52.97,817.74,Month-to-month,DSL,Yes,No,No,Bank transfer,2,1,68.7,Yes
CUST10472,68,Female,East,31,63.48,1980.03,Month-to-month,DSL,No,Yes,Yes,Electronic check,2,1,85.5,Yes
CUST10473,45,Male,East,18,48.2,790.29,One year,DSL,No,Yes,Yes,Electronic check,2,1,101.0,Yes
CUST10474,47,Female,North,34,42.33,1359.31,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,0,1,133.7,No
CUST10475,57,Female,West,45,95.07,4069.4,One year,Fiber optic,Yes,Yes,Yes,Credit card,3,0,324.1,Yes
CUST10476,67,Female,West,16,60.7,929.86,Month-to-month,DSL,No,Yes,Yes,Mailed check,5,1,121.4,Yes
CUST10477,71,Male,East,18,50.9,894.36,Two year,DSL,No,No,Yes,Electronic check,1,1,197.4,No
CUST10478,19,Male,South,60,43.04,2431.5,Two year,DSL,Yes,No,Yes,Credit card,1,3,146.3,No
CUST10479,59,Female,West,28,60.04,1488.89,Two year,DSL,No,Yes,No,Electronic check,2,1,146.1,No
CUST10480,24,Female,East,15,27.66,439.73,One year,No,No internet service,No internet service,Yes,Credit card,0,2,0.0,No
CUST10481,36,Female,East,52,18.0,971.79,Month-to-month,No,No internet service,No internet service,Yes,Credit card,3,1,0.0,Yes
CUST10482,70,Male,West,52,44.47,2155.06,One year,DSL,Yes,No,Yes,Credit card,0,2,129.8,No
CUST10483,33,Male,East,60,85.48,4713.89,Two year,Fiber optic,Yes,No,No,Credit card,2,3,410.4,Yes
CUST10484,68,Female,South,55,88.53,4693.13,One year,Fiber optic,No,No,No,Electronic check,1,2,480.5,Yes
CUST10485,47,Male,North,72,29.17,2025.21,One year,No,No internet service,No internet service,Yes,Bank transfer,1,1,0.0,No
CUST10486,32,Female,North,42,73.19,2856.94,One year,Fiber optic,No,No,Yes,Bank transfer,1,2,445.6,Yes
CUST10487,39,Male,South,21,59.37,1204.11,One year,DSL,Yes,No,Yes,Bank transfer,0,1,194.1,No
CUST10488,51,Male,South,63,95.87,5833.21,One year,Fiber optic,No,Yes,Yes,Electronic check,1,3,238.1,Yes
CUST10489,66,Female,East,20,18.0,446.88,Month-to-month,No,No internet service,No internet service,No,Electronic check,4,0,0.0,Yes
CUST10490,56,Male,South,21,88.63,1824.45,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,0,2,378.7,Yes
CUST10491,76,Female,West,60,106.4,6098.64,One year,Fiber optic,Yes,Yes,No,,1,1,196.0,No
CUST10492,72,Female,West,64,45.25,2884.51,Month-to-month,DSL,Yes,No,Yes,Bank transfer,3,1,163.4,No
CUST10493,65,Female,South,25,104.56,2420.9,Two year,Fiber optic,Yes,Yes,Yes,Credit card,2,1,362.5,Yes
CUST10494,55,Male,East,53,41.19,2101.08,One year,No,No internet service,No internet service,No,Bank transfer,0,0,0.0,No
CUST10495,36,Male,East,67,90.78,6115.5,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,0,2,541.1,Yes
CUST10496,43,Female,East,58,,4717.57,Two year,Fiber optic,Yes,Yes,No,Electronic check,1,2,507.7,No
CUST10497,25,Male,North,1,97.33,115.26,One year,Fiber optic,No,Yes,Yes,Mailed check,1,0,259.6,Yes
CUST10498,41,Male,West,48,80.14,3652.03,One year,Fiber optic,No,,No,Electronic check,0,2,295.5,No
CUST10499,76,Male,West,13,69.47,895.23,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,4,2,389.8,Yes
CUST10500,44,Female,East,61,81.01,4640.22,Two year,Fiber optic,No,No,Yes,Electronic check,0,1,414.1,No
CUST10501,25,Male,West,5,29.7,71.6,Month-to-month,No,No internet service,No internet service,No,Electronic check,1,3,0.0,Yes
CUST10502,59,Male,West,72,94.4,6509.56,One year,Fiber optic,No,Yes,Yes,Electronic check,5,1,370.1,Yes
CUST10503,78,Female,South,13,79.19,959.36,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,3,0,499.2,Yes
CUST10504,72,Male,East,31,84.3,2517.19,One year,Fiber optic,No,Yes,No,Electronic check,1,0,314.6,Yes
CUST10505,35,Female,South,17,67.77,1163.66,One year,DSL,Yes,No,Yes,Electronic check,1,0,190.6,No
CUST10506,46,Female,West,59,51.4,2920.63,One year,DSL,No,No,No,Electronic check,1,1,175.4,No
CUST10507,51,Female,North,29,42.71,1232.17,Month-to-month,DSL,Yes,No,No,Bank transfer,1,0,124.0,Yes
CUST10508,33,Female,South,54,100.38,5059.94,Two year,Fiber optic,Yes,No,No,Bank transfer,0,1,515.7,No
CUST10509,34,Male,West,5,55.86,286.31,One year,DSL,Yes,No,Yes,Electronic check,2,0,80.1,Yes
CUST10510,32,Male,South,33,97.91,3276.11,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,0,0,484.9,Yes
CUST10511,80,Male,West,66,79.05,4839.26,Two year,Fiber optic,Yes,Yes,No,Credit card,3,0,246.9,No
CUST10512,64,Male,South,67,55.79,3430.22,One year,DSL,No,Yes,Yes,Bank transfer,3,3,211.2,Yes
CUST10513,70,Female,West,16,98.1,,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,0,2,267.1,Yes
CUST10514,69,Female,West,29,24.13,584.49,Two year,No,No internet service,No internet service,Yes,Mailed check,0,1,0.0,No
CUST10515,78,Female,South,30,70.17,1891.08,Two year,Fiber optic,No,No,Yes,Credit card,4,1,361.5,No
CUST10516,24,Female,West,41,34.13,1424.46,One year,DSL,Yes,No,Yes,Credit card,2,0,210.9,No
CUST10517,73,Female,South,39,97.23,3619.68,One year,Fiber optic,No,No,No,Mailed check,1,1,387.2,Yes
CUST10518,22,Male,East,8,89.48,819.93,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,5,2,458.3,Yes
CUST10519,47,Male,East,55,93.67,5074.43,Month-to-month,Fiber optic,No,No,No,Electronic check,3,0,271.1,Yes
CUST10520,55,Female,West,17,67.29,1038.57,One year,DSL,Yes,No,Yes,Bank transfer,1,1,194.3,No
CUST10521,40,Male,North,23,87.97,2065.24,Month-to-month,Fiber optic,No,No,Yes,Mailed check,3,3,272.1,Yes
CUST10522,27,Female,North,61,83.79,4683.52,Two year,Fiber optic,No,,Yes,Electronic check,1,2,179.4,Yes
CUST10523,30,Female,East,50,56.9,2861.9,Month-to-month,DSL,No,No,No,Credit card,1,0,173.8,No
CUST10524,69,Female,East,29,107.33,3106.39,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,2,0,358.5,Yes
CUST10525,38,Female,South,66,52.83,3478.94,Month-to-month,DSL,No,No,Yes,Electronic check,2,2,101.9,Yes
CUST10526,37,Female,North,29,77.02,2216.85,Month-to-month,DSL,Yes,No,Yes,Credit card,3,2,233.6,Yes
CUST10527,76,Female,South,41,78.01,3208.28,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,1,0,213.4,Yes
CUST10528,27,Female,West,18,40.93,772.03,Month-to-month,DSL,No,Yes,No,Mailed check,2,3,173.6,Yes
CUST10529,75,Male,North,14,96.88,1336.61,Two year,Fiber optic,No,Yes,No,Credit card,1,3,402.6,Yes
CUST10530,76,Male,South,36,84.81,3042.02,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,2,3,252.5,Yes
CUST10531,55,Female,West,41,77.43,3152.98,Month-to-month,DSL,No,Yes,No,Mailed check,5,2,144.1,No
CUST10532,28,Female,North,59,38.37,2235.09,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,4,1,0.0,Yes
CUST10533,27,Female,East,29,103.88,3093.36,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,1,0,305.4,Yes
CUST10534,35,Female,South,65,66.84,4382.57,Month-to-month,DSL,,No,Yes,Mailed check,4,1,179.7,Yes
CUST10535,54,Female,West,44,18.0,655.87,One year,No,No internet service,No internet service,Yes,Electronic check,0,0,0.0,Yes
CUST10536,27,Female,East,6,65.41,269.89,One year,Fiber optic,No,No,Yes,Bank transfer,1,2,240.0,Yes
CUST10537,46,Female,West,54,101.95,5459.65,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,3,1,164.9,Yes
CUST10538,25,Male,North,42,37.0,1504.5,One year,DSL,No,No,Yes,Electronic check,3,1,163.6,Yes
CUST10539,52,Male,East,29,72.85,2110.81,Month-to-month,DSL,,Yes,No,Bank transfer,0,1,104.5,Yes
CUST10540,19,Male,West,34,93.7,3214.11,Month-to-month,Fiber optic,No,Yes,No,Electronic check,1,1,170.5,Yes
CUST10541,62,Male,South,22,62.24,1250.09,Two year,DSL,Yes,Yes,No,Mailed check,2,1,130.3,No
CUST10542,21,Female,North,45,62.42,2885.76,Month-to-month,DSL,Yes,No,Yes,Bank transfer,2,0,214.8,No
CUST10543,30,Male,North,41,86.65,3310.9,Two year,Fiber optic,No,No,Yes,Bank transfer,1,0,353.3,No
CUST10544,29,Male,West,33,60.98,2016.61,Month-to-month,DSL,Yes,Yes,No,Electronic check,3,1,143.7,Yes
CUST10545,70,Male,East,21,,1454.45,Month-to-month,DSL,No,No,Yes,Credit card,1,0,87.8,No
CUST10546,21,Female,East,29,65.91,1820.7,Month-to-month,DSL,No,No,Yes,Bank transfer,1,0,258.5,Yes
CUST10547,45,Female,East,36,83.56,3003.48,Month-to-month,Fiber optic,No,No,Yes,Electronic check,1,3,451.1,Yes
CUST10548,55,Male,East,34,81.0,2541.24,Two year,Fiber optic,No,Yes,No,Bank transfer,4,2,404.9,Yes
CUST10549,50,Female,South,23,38.06,908.49,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,2,2,0.0,Yes
CUST10550,60,Female,South,42,31.77,,Two year,DSL,No,No,No,Bank transfer,2,1,210.3,No
CUST10551,68,Female,East,17,56.44,868.4,Two year,DSL,No,No,Yes,Bank transfer,1,3,68.6,Yes
CUST10552,42,Female,North,37,94.4,3375.11,One year,Fiber optic,No,Yes,Yes,Bank transfer,0,2,242.4,Yes
CUST10553,70,Female,West,9,79.72,743.72,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,2,4,276.9,Yes
CUST10554,38,Male,West,34,91.74,3184.4,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,2,0,330.3,Yes
CUST10555,80,Female,South,57,24.74,1452.06,Month-to-month,No,No internet service,No internet service,Yes,Credit card,3,0,0.0,Yes
CUST10556,49,Male,East,59,76.54,4331.88,One year,Fiber optic,No,No,No,Bank transfer,1,0,331.5,No
CUST10557,64,Male,North,51,102.63,5271.25,Month-to-month,Fiber optic,Yes,,Yes,Credit card,0,2,427.8,No
CUST10558,73,Female,West,54,18.0,883.17,Two year,No,No internet service,No internet service,Yes,Credit card,1,1,0.0,No
CUST10559,67,Female,West,5,66.69,328.18,One year,DSL,Yes,No,No,Electronic check,2,1,202.5,Yes
CUST10560,71,Female,West,25,18.0,493.71,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,1,0.0,Yes
CUST10561,51,Male,South,48,89.86,4138.26,One year,Fiber optic,No,Yes,Yes,Bank transfer,2,2,305.8,No
CUST10562,20,Male,North,58,88.44,5149.43,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,2,2,462.7,Yes
CUST10563,49,Male,North,42,19.6,810.22,Two year,No,No internet service,No internet service,Yes,Bank transfer,3,2,0.0,No
CUST10564,29,Female,North,62,90.9,5674.97,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,1,2,365.4,Yes
CUST10565,74,Female,North,20,81.2,1561.92,Two year,Fiber optic,No,No,No,Credit card,3,0,487.0,No
CUST10566,32,Female,North,12,62.55,818.62,Two year,DSL,No,No,Yes,Mailed check,5,1,275.6,Yes
CUST10567,32,Female,West,7,92.6,635.01,Two year,Fiber optic,No,Yes,No,Bank transfer,3,0,124.9,Yes
CUST10568,33,Male,North,42,97.53,4070.89,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,1,1,368.8,Yes
CUST10569,58,Male,North,48,59.92,2674.22,Two year,DSL,No,Yes,No,Mailed check,1,0,185.3,No
CUST10570,53,Male,West,21,82.28,1753.67,Month-to-month,Fiber optic,No,Yes,No,Electronic check,2,1,477.2,Yes
CUST10571,77,Male,East,57,78.98,4355.53,One year,Fiber optic,No,No,Yes,Mailed check,4,2,270.0,Yes
CUST10572,44,Male,West,54,89.48,4914.15,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,1,0,243.1,Yes
CUST10573,35,Male,East,26,55.27,1344.39,Month-to-month,DSL,No,Yes,Yes,Bank transfer,3,1,161.4,Yes
CUST10574,21,Male,West,18,98.11,1849.24,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,5,2,440.8,Yes
CUST10575,18,Female,East,54,52.93,2959.99,Month-to-month,DSL,No,No,No,Mailed check,3,2,194.1,No
CUST10576,41,Male,East,49,66.76,3302.48,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,3,2,206.4,Yes
CUST10577,76,Male,East,13,72.97,905.29,Two year,Fiber optic,No,Yes,No,Electronic check,2,0,376.3,No
CUST10578,50,Male,South,19,61.43,1153.88,Month-to-month,DSL,No,No,Yes,Credit card,1,0,124.4,Yes
CUST10579,74,Male,South,35,57.19,1921.93,One year,DSL,Yes,Yes,Yes,Credit card,4,1,158.1,No
CUST10580,24,Female,South,37,77.57,2908.48,Month-to-month,Fiber optic,Yes,No,No,Electronic check,2,2,353.2,Yes
CUST10581,23,Male,North,12,79.46,950.22,One year,DSL,Yes,Yes,Yes,Electronic check,0,1,121.3,Yes
CUST10582,70,Male,West,69,31.98,2157.99,One year,No,No internet service,No internet service,Yes,Mailed check,1,2,0.0,No
CUST10583,24,Male,South,28,34.77,1008.03,Month-to-month,No,No internet service,No internet service,No,Bank transfer,2,2,0.0,No
CUST10584,21,Female,North,28,92.54,2536.89,One year,Fiber optic,Yes,No,Yes,Mailed check,3,1,266.2,No
CUST10585,43,Female,South,5,,153.99,Two year,No,No internet service,No internet service,No,Electronic check,1,4,0.0,No
CUST10586,76,Male,West,64,22.2,1250.8,Two year,No,No internet service,No internet service,Yes,Mailed check,3,1,0.0,No
CUST10587,61,Male,South,17,65.79,1164.2,Month-to-month,DSL,Yes,No,Yes,Electronic check,2,1,208.4,Yes
CUST10588,24,Male,East,72,93.33,6821.98,Month-to-month,Fiber optic,No,No,Yes,,3,0,481.8,Yes
CUST10589,70,Male,West,36,51.32,1772.15,One year,DSL,No,No,No,Electronic check,2,0,181.0,No
CUST10590,71,Female,North,63,108.73,6932.46,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,1,0,317.0,Yes
CUST10591,68,Female,West,13,91.03,1038.27,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,2,0,270.4,Yes
CUST10592,74,Female,South,12,44.06,527.08,Month-to-month,DSL,Yes,No,No,Electronic check,3,0,116.0,Yes
CUST10593,33,Male,North,58,40.78,2140.76,Two year,DSL,Yes,No,No,Bank transfer,1,2,75.2,Yes
CUST10594,79,Male,East,60,18.0,1155.86,Month-to-month,No,No internet service,No internet service,No,Mailed check,3,2,0.0,Yes
CUST10595,38,Male,West,40,52.86,2204.63,Month-to-month,DSL,No,Yes,Yes,Credit card,1,1,133.0,Yes
CUST10596,68,Male,South,3,55.68,148.22,Two year,DSL,Yes,No,Yes,Credit card,2,1,196.3,No
CUST10597,54,Female,East,68,63.83,4057.61,Two year,DSL,No,Yes,Yes,Electronic check,2,3,182.6,No
CUST10598,67,Male,South,29,86.71,2404.21,Two year,Fiber optic,No,Yes,No,Credit card,1,2,420.9,Yes
CUST10599,57,Male,East,68,33.43,2089.57,Two year,No,,No internet service,No,Bank transfer,0,0,0.0,No
CUST10600,58,Female,East,63,82.45,5201.49,Month-to-month,Fiber optic,No,No,No,Bank transfer,0,1,368.9,Yes
CUST10601,56,Male,East,62,82.14,5133.03,Month-to-month,Fiber optic,No,No,Yes,Mailed check,3,1,276.4,Yes
CUST10602,67,Male,East,50,51.22,2514.66,Month-to-month,DSL,No,Yes,Yes,Mailed check,3,3,137.9,Yes
CUST10603,64,Male,North,49,77.23,3790.33,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,3,2,122.2,Yes
CUST10604,26,Male,East,39,72.69,2952.76,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,4,1,328.9,Yes
CUST10605,70,Male,East,2,90.01,138.12,Two year,Fiber optic,No,Yes,Yes,,3,2,316.2,Yes
CUST10606,51,Male,East,28,85.18,2432.0,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,0,6,481.0,Yes
CUST10607,38,Male,North,53,89.82,4789.27,Month-to-month,Fiber optic,No,No,No,Bank transfer,0,1,462.2,Yes
CUST10608,50,Male,South,59,81.79,4816.6,Month-to-month,Fiber optic,No,No,No,Electronic check,0,0,242.5,Yes
CUST10609,78,Male,South,41,88.09,3623.88,Month-to-month,Fiber optic,Yes,No,No,Electronic check,2,0,332.0,Yes
CUST10610,72,Female,North,52,85.33,4533.55,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,2,1,305.3,Yes
CUST10611,70,Male,North,2,106.93,235.75,One year,Fiber optic,Yes,Yes,No,Mailed check,3,0,304.6,No
CUST10612,47,Female,South,34,87.02,2997.72,Month-to-month,Fiber optic,No,Yes,No,Credit card,1,0,328.6,No
CUST10613,67,Female,East,37,107.7,3913.55,One year,Fiber optic,Yes,No,Yes,Bank transfer,2,3,396.9,Yes
CUST10614,42,Male,North,65,27.72,1641.74,Two year,No,No internet service,No internet service,No,Bank transfer,1,0,0.0,No
CUST10615,61,Female,West,23,82.22,1757.84,One year,Fiber optic,No,No,Yes,Credit card,3,1,307.1,Yes
CUST10616,58,Male,East,17,56.55,1020.16,One year,DSL,Yes,No,Yes,Electronic check,0,3,157.9,No
CUST10617,33,Male,West,26,57.64,1506.15,Month-to-month,DSL,No,No,Yes,Bank transfer,2,0,149.0,Yes
CUST10618,34,Male,South,13,82.12,1116.71,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,1,1,276.9,No
CUST10619,21,Male,South,41,83.46,3379.93,Month-to-month,Fiber optic,No,No,No,Electronic check,2,2,499.5,Yes
CUST10620,26,Male,East,47,87.08,3786.71,Two year,Fiber optic,No,Yes,No,Electronic check,2,0,148.6,No
CUST10621,45,Male,West,58,90.25,4964.79,One year,Fiber optic,No,Yes,No,Electronic check,4,1,236.5,Yes
CUST10622,48,Female,South,70,55.5,3888.51,Month-to-month,DSL,No,No,No,Electronic check,2,3,,Yes
CUST10623,28,Male,East,6,92.02,516.48,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,0,0,241.4,Yes
CUST10624,44,Female,East,18,87.95,1408.18,Two year,Fiber optic,No,Yes,No,Electronic check,4,3,407.9,Yes
CUST10625,56,Female,East,22,103.69,2173.26,One year,Fiber optic,Yes,No,No,Bank transfer,2,1,429.3,No
CUST10626,32,Female,North,18,97.23,1554.0,One year,Fiber optic,Yes,Yes,No,Electronic check,1,2,240.8,Yes
CUST10627,39,Male,East,60,78.06,4245.12,Two year,DSL,No,No,Yes,Electronic check,1,1,162.0,No
CUST10628,41,Female,South,11,93.5,1030.39,One year,Fiber optic,Yes,Yes,Yes,Electronic check,1,0,190.4,Yes
CUST10629,49,Female,West,3,102.59,314.58,One year,Fiber optic,Yes,Yes,No,Electronic check,0,0,230.4,No
CUST10630,41,Female,South,62,18.0,,Month-to-month,No,No internet service,No internet service,Yes,Credit card,0,2,0.0,Yes
CUST10631,64,Male,South,70,102.01,7170.83,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,2,0,418.5,Yes
CUST10632,38,Female,West,17,44.96,654.87,Two year,DSL,No,No,Yes,Electronic check,2,0,150.0,Yes
CUST10633,45,Female,South,24,92.56,2172.29,One year,Fiber optic,Yes,No,Yes,Electronic check,0,0,496.1,Yes
CUST10634,41,Male,North,37,79.36,2929.96,Month-to-month,Fiber optic,No,No,Yes,Mailed check,3,1,420.5,Yes
CUST10635,29,Male,North,38,56.52,2043.97,One year,DSL,No,No,No,Bank transfer,1,0,208.1,No
CUST10636,61,Male,North,72,22.65,1625.79,Month-to-month,No,No internet service,No internet service,No,Credit card,1,0,0.0,No
CUST10637,32,Female,North,30,50.11,1523.81,Two year,DSL,Yes,No,No,Mailed check,3,2,121.3,Yes
CUST10638,36,Male,South,1,54.28,38.0,Month-to-month,DSL,No,Yes,Yes,Bank transfer,1,2,82.8,Yes
CUST10639,67,Male,West,31,73.42,2106.4,Two year,DSL,Yes,No,Yes,Mailed check,1,2,142.0,Yes
CUST10640,77,Female,East,41,61.67,2571.45,Month-to-month,DSL,No,Yes,Yes,Credit card,0,3,262.6,Yes
CUST10641,60,Male,North,38,18.0,631.07,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,1,2,0.0,Yes
CUST10642,75,Male,East,37,103.95,3758.47,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,2,0,300.0,Yes
CUST10643,71,Female,North,67,54.08,3300.43,Two year,DSL,Yes,,No,Bank transfer,2,0,127.8,No
CUST10644,48,Female,West,59,100.43,5967.14,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,1,2,252.5,No
CUST10645,66,Female,North,19,93.53,1758.26,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,1,2,311.5,Yes
CUST10646,38,Female,East,26,64.16,1588.72,One year,DSL,Yes,No,Yes,Credit card,3,0,106.1,Yes
CUST10647,47,Male,South,49,76.53,3800.06,Month-to-month,DSL,Yes,No,Yes,Credit card,0,0,98.4,No
CUST10648,51,Female,East,30,73.71,2166.95,Month-to-month,Fiber optic,No,No,Yes,Electronic check,2,1,,Yes
CUST10649,78,Female,South,31,63.11,1951.53,Month-to-month,DSL,No,Yes,Yes,Credit card,1,0,103.9,Yes
CUST10650,71,Male,East,13,99.6,1107.95,Two year,Fiber optic,No,Yes,Yes,Bank transfer,2,2,273.3,No
CUST10651,48,Male,North,19,50.57,978.47,Month-to-month,DSL,No,Yes,Yes,Mailed check,4,3,135.3,Yes
CUST10652,59,Male,West,54,80.54,4361.78,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,3,0,315.3,Yes
CUST10653,30,Male,South,61,,4870.68,Month-to-month,Fiber optic,No,No,No,Credit card,0,0,325.3,No
CUST10654,68,Male,East,57,60.25,3371.26,Month-to-month,DSL,No,Yes,Yes,Bank transfer,1,0,151.3,No
CUST10655,52,Male,West,23,42.9,,Month-to-month,DSL,No,Yes,Yes,Mailed check,0,2,148.0,No
CUST10656,51,Female,West,10,30.51,234.78,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,1,0.0,Yes
CUST10657,66,Male,North,12,72.92,861.5,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,5,0,255.2,Yes
CUST10658,57,Female,South,29,99.93,2979.47,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,3,0,308.5,Yes
CUST10659,22,Female,South,38,62.14,2154.77,Two year,DSL,No,Yes,No,Bank transfer,2,1,182.6,No
CUST10660,36,Female,South,65,76.13,4873.32,Month-to-month,DSL,No,Yes,No,Electronic check,1,1,171.1,No
CUST10661,29,Female,East,65,88.69,5727.46,Month-to-month,Fiber optic,No,No,No,Credit card,3,1,185.5,Yes
CUST10662,64,Male,West,1,21.95,15.36,Two year,No,No internet service,No internet service,Yes,Credit card,1,1,0.0,No
CUST10663,20,Female,West,51,55.01,2509.8,Two year,DSL,Yes,Yes,Yes,Bank transfer,1,1,158.1,No
CUST10664,30,Male,East,22,,1945.94,One year,Fiber optic,Yes,No,Yes,Electronic check,3,0,271.3,Yes
CUST10665,55,Female,East,15,81.7,1145.95,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,1,1,264.1,No
CUST10666,61,Male,West,40,63.86,2571.58,Month-to-month,DSL,No,No,No,Electronic check,2,1,150.7,No
CUST10667,49,Male,West,3,42.71,,Month-to-month,DSL,No,No,Yes,Electronic check,4,1,124.1,Yes
CUST10668,72,Female,North,25,78.21,1926.02,Month-to-month,DSL,Yes,No,Yes,Bank transfer,2,3,88.1,No
CUST10669,75,Male,East,40,99.75,4002.5,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,2,1,418.2,Yes
CUST10670,26,Female,West,20,85.96,1598.86,One year,Fiber optic,Yes,No,Yes,Mailed check,0,1,371.8,No
CUST10671,78,Male,South,43,105.98,4603.39,Month-to-month,Fiber optic,Yes,No,No,Credit card,5,2,369.2,Yes
CUST10672,56,Male,South,34,50.17,1599.14,One year,DSL,Yes,No,Yes,Credit card,4,0,181.1,No
CUST10673,58,Female,West,58,90.06,5202.23,Month-to-month,Fiber optic,Yes,,Yes,Electronic check,2,1,232.3,Yes
CUST10674,23,Female,West,14,75.24,1025.57,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,2,1,123.9,Yes
CUST10675,57,Male,West,5,105.47,544.18,One year,Fiber optic,No,Yes,No,Bank transfer,2,2,426.2,No
CUST10676,63,Male,West,39,70.53,2560.56,Two year,Fiber optic,No,Yes,Yes,Bank transfer,0,0,349.9,No
CUST10677,54,Male,South,19,42.6,665.21,Month-to-month,DSL,No,Yes,No,Mailed check,2,1,183.4,No
CUST10678,23,Female,South,51,86.65,4256.37,One year,Fiber optic,Yes,,Yes,Bank transfer,0,0,323.8,No
CUST10679,50,Female,East,7,101.22,612.59,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,1,0,,Yes
CUST10680,76,Male,East,42,96.55,4036.33,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,1,1,255.9,Yes
CUST10681,63,Male,South,72,64.22,4432.94,One year,DSL,Yes,Yes,Yes,Bank transfer,2,2,220.9,No
CUST10682,26,Male,East,7,92.19,625.97,Month-to-month,Fiber optic,No,No,Yes,Electronic check,1,1,600.6,Yes
CUST10683,78,Male,South,22,91.85,2048.25,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,1,3,411.6,Yes
CUST10684,78,Female,East,61,91.22,5604.02,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,0,1,332.7,Yes
CUST10685,28,Female,South,39,41.52,1576.74,Month-to-month,No,No internet service,No internet service,Yes,Credit card,2,1,0.0,No
